player_id,team_id,player_name,nationality,raw_position,role_group,team_name,league_name,age,matches_played,games_started,minutes_played,nineties_played,goals,assists,expected_goals,expected_assisted_goals,tackles,interceptions,clearances,blocks,goals_against,saves,save_percentage,clean_sheets,goals_per_90,assists_per_90,tackles_per_90,interceptions_per_90,clearances_per_90,blocks_per_90,clean_sheets_per_90,goals_against_per_90,normalized_goals_per_90,normalized_assists_per_90,normalized_tackles_per_90,normalized_interceptions_per_90,normalized_clearances_per_90,normalized_blocks_per_90,normalized_save_percentage,normalized_clean_sheets_per_90,normalized_goals_against_per_90,raw_performance_score,performance_score,performance_percentile,performance_level,age_group,minutes_group,same_role_team_average,competition_status,decision,decision_reason,explanation
sepp_van_den_berg_brentford,brentford,Sepp van den Berg,nl NED,DF,Defender,Brentford,eng Premier League,22.0,31,29,2586,28.7,0,0,2.0,0.8,39,21,134,52,0.0,0.0,0.0,0.0,0.0,0.0,1.3588850174216027,0.7317073170731707,4.668989547038327,1.8118466898954704,0.0,0.0,0.0,0.0,0.0679442508710801,0.073170731707317,0.4668989547038327,0.181184668989547,0.0,0.0,0.0,0.7891986062717771,0.3945993031358885,67.21,Good,Young,HighMinutes,0.32863303828044144,Competitive,Keep,High minutes and at least promising role-based performance.,Sepp van den Berg is classified as Keep because: High minutes and at least promising role-based performance.
joachim_andersen_fulham,fulham,Joachim Andersen,dk DEN,DF,Defender,Fulham,eng Premier League,28.0,29,29,2583,28.7,0,0,1.0,0.5,27,34,188,37,0.0,0.0,0.0,0.0,0.0,0.0,0.940766550522648,1.1846689895470384,6.550522648083624,1.289198606271777,0.0,0.0,0.0,0.0,0.0470383275261324,0.1184668989547038,0.6550522648083624,0.1289198606271777,0.0,0.0,0.0,0.9494773519163764,0.4747386759581882,85.25,Good,Prime,HighMinutes,0.3956318427533217,Competitive,Keep,High minutes and at least promising role-based performance.,Joachim Andersen is classified as Keep because: High minutes and at least promising role-based performance.
omari_hutchinson_ipswich_town,ipswich_town,Omari Hutchinson,eng ENG,"MF,FW",AttMidWinger,Ipswich Town,eng Premier League,20.0,31,30,2583,28.7,3,2,2.9,3.5,32,11,15,27,0.0,0.0,0.0,0.0,0.1045296167247386,0.0696864111498257,1.1149825783972125,0.3832752613240418,0.5226480836236934,0.940766550522648,0.0,0.0,0.0627177700348432,0.0278745644599303,0.0371660859465737,0.0574912891986062,0.0261324041811846,0.1881533101045296,0.0,0.0,0.0,0.1277584204413472,0.1149825783972125,20.79,Poor,Young,HighMinutes,0.1855274476558748,Blocked,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Omari Hutchinson is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
tomáš_souček_west_ham,west_ham,Tomáš Souček,cz CZE,MF,Midfielder,West Ham,eng Premier League,29.0,35,30,2567,28.5,9,1,6.7,1.0,46,20,85,41,0.0,0.0,0.0,0.0,0.3157894736842105,0.0350877192982456,1.6140350877192982,0.7017543859649122,2.982456140350877,1.4385964912280702,0.0,0.0,0.4736842105263157,0.0526315789473684,0.0807017543859649,0.2807017543859649,0.0994152046783625,0.3596491228070175,0.0,0.0,0.0,0.8877192982456139,0.3458646616541353,70.91,Good,Prime,HighMinutes,0.2573417753386848,Competitive,Keep,High minutes and at least promising role-based performance.,Tomáš Souček is classified as Keep because: High minutes and at least promising role-based performance.
abdoulaye_doucouré_everton,everton,Abdoulaye Doucouré,ml MLI,MF,Midfielder,Everton,eng Premier League,31.0,33,31,2564,28.5,3,2,4.1,2.4,48,10,20,31,0.0,0.0,0.0,0.0,0.1052631578947368,0.0701754385964912,1.6842105263157894,0.3508771929824561,0.7017543859649122,1.087719298245614,0.0,0.0,0.1578947368421052,0.1052631578947368,0.0842105263157894,0.1403508771929824,0.023391812865497,0.2719298245614035,0.0,0.0,0.0,0.487719298245614,0.1900205058099795,21.82,Poor,Senior,HighMinutes,0.2809550315341448,Blocked,Sell,"Regular minutes, poor role-based performance, and older than 29.","Abdoulaye Doucouré is classified as Sell because: Regular minutes, poor role-based performance, and older than 29."
ibrahima_konaté_liverpool,liverpool,Ibrahima Konaté,fr FRA,DF,Defender,Liverpool,eng Premier League,25.0,31,30,2560,28.4,1,2,1.7,1.0,40,17,133,29,0.0,0.0,0.0,0.0,0.0352112676056338,0.0704225352112676,1.4084507042253522,0.5985915492957746,4.683098591549296,1.0211267605633805,0.0,0.0,0.102112676056338,0.2394366197183098,0.0704225352112676,0.0598591549295774,0.4683098591549296,0.102112676056338,0.0,0.0,0.0,0.7007042253521127,0.3503521126760563,51.37,Promising,Prime,HighMinutes,0.32826199321863153,Competitive,Keep,High minutes and at least promising role-based performance.,Ibrahima Konaté is classified as Keep because: High minutes and at least promising role-based performance.
leandro_trossard_arsenal,arsenal,Leandro Trossard,be BEL,FW,Forward,Arsenal,eng Premier League,29.0,38,28,2546,28.3,8,7,7.2,6.1,31,9,18,32,0.0,0.0,0.0,0.0,0.2826855123674912,0.2473498233215547,1.0954063604240285,0.3180212014134275,0.6360424028268551,1.1307420494699647,0.0,0.0,0.2867238768298839,0.4946996466431095,0.1095406360424028,0.1192579505300353,0.1908127208480565,0.1130742049469964,0.0,0.0,0.0,0.7814235234729934,0.4479660950243738,75.31,Good,Prime,HighMinutes,0.23483068370516005,Competitive,Keep,High minutes and at least promising role-based performance.,Leandro Trossard is classified as Keep because: High minutes and at least promising role-based performance.
jan_bednarek_southampton,southampton,Jan Bednarek,pl POL,DF,Defender,Southampton,eng Premier League,28.0,30,30,2531,28.1,2,0,0.7,0.5,36,56,190,47,0.0,0.0,0.0,0.0,0.0711743772241992,0.0,1.281138790035587,1.99288256227758,6.761565836298932,1.6725978647686832,0.0,0.0,0.2064056939501779,0.0,0.0640569395017793,0.1992882562277579,0.6761565836298933,0.1672597864768683,0.0,0.0,0.0,1.1067615658362988,0.5533807829181494,96.72,Good,Prime,HighMinutes,0.4255671718274739,Competitive,Keep,High minutes and at least promising role-based performance.,Jan Bednarek is classified as Keep because: High minutes and at least promising role-based performance.
nick_pope_newcastle_utd,newcastle_utd,Nick Pope,eng ENG,GK,Goalkeeper,Newcastle Utd,eng Premier League,32.0,28,28,2520,28.0,0,0,0.0,0.0,0,1,32,1,35.0,86.0,71.7,8.0,0.0,0.0,0.0,0.0357142857142857,1.1428571428571428,0.0357142857142857,0.2857142857142857,1.25,0.0,0.0,0.0,0.5357142857142857,0.5079365079365079,0.5535714285714286,0.7170000000000001,0.0285714285714285,0.3125,0.4330714285714286,0.3973351648351648,72.73,Good,Senior,HighMinutes,0.4019368131868132,Blocked,Keep,High minutes and at least promising role-based performance.,Nick Pope is classified as Keep because: High minutes and at least promising role-based performance.
jarrad_branthwaite_everton,everton,Jarrad Branthwaite,eng ENG,DF,Defender,Everton,eng Premier League,22.0,30,28,2511,27.9,0,1,1.2,0.7,36,27,191,31,0.0,0.0,0.0,0.0,0.0,0.03584229390681,1.2903225806451613,0.967741935483871,6.845878136200717,1.1111111111111112,0.0,0.0,0.0,0.1218637992831541,0.064516129032258,0.0967741935483871,0.6845878136200717,0.1111111111111111,0.0,0.0,0.0,0.956989247311828,0.478494623655914,86.89,Good,Young,HighMinutes,0.37626099499967636,Competitive,Keep,High minutes and at least promising role-based performance.,Jarrad Branthwaite is classified as Keep because: High minutes and at least promising role-based performance.
alisson_liverpool,liverpool,Alisson,br BRA,GK,Goalkeeper,Liverpool,eng Premier League,31.0,28,28,2508,27.9,0,0,0.0,0.6,1,0,13,0,29.0,73.0,72.0,9.0,0.0,0.0,0.03584229390681,0.0,0.4659498207885305,0.0,0.3225806451612903,1.039426523297491,0.0,0.0,0.07168458781362,0.0,0.2070888092393469,0.0,0.72,0.032258064516129,0.2598566308243727,0.4924014336917562,0.4201543975737524,86.36,Good,Senior,HighMinutes,0.603641209447661,Blocked,Keep,High minutes and at least promising role-based performance.,Alisson is classified as Keep because: High minutes and at least promising role-based performance.
anthony_elanga_nott'ham_forest,nott'ham_forest,Anthony Elanga,se SWE,"FW,MF",AttMidWinger,Nott'ham Forest,eng Premier League,22.0,38,31,2501,27.8,6,11,4.5,5.7,19,6,25,11,0.0,0.0,0.0,0.0,0.2158273381294964,0.39568345323741,0.6834532374100719,0.2158273381294964,0.8992805755395683,0.39568345323741,0.0,0.0,0.1294964028776978,0.158273381294964,0.0227817745803357,0.0323741007194244,0.0449640287769784,0.079136690647482,0.0,0.0,0.0,0.3105515587529976,0.2794964028776978,71.29,Good,Young,HighMinutes,0.19362772956813856,Competitive,Keep,High minutes and at least promising role-based performance.,Anthony Elanga is classified as Keep because: High minutes and at least promising role-based performance.
raúl_jiménez_fulham,fulham,Raúl Jiménez,mx MEX,FW,Forward,Fulham,eng Premier League,33.0,38,30,2494,27.7,12,3,12.0,3.3,35,10,23,21,0.0,0.0,0.0,0.0,0.4332129963898917,0.1083032490974729,1.263537906137184,0.3610108303249097,0.8303249097472925,0.7581227436823105,0.0,0.0,0.4394017534811758,0.2166064981949458,0.1263537906137184,0.1353790613718411,0.2490974729241877,0.075812274368231,0.0,0.0,0.0,0.6560082516761216,0.376069373367508,62.96,Good,CriticalAge,HighMinutes,0.412652533278194,Blocked,Keep,High minutes and at least promising role-based performance.,Raúl Jiménez is classified as Keep because: High minutes and at least promising role-based performance.
dominik_szoboszlai_liverpool,liverpool,Dominik Szoboszlai,hu HUN,MF,Midfielder,Liverpool,eng Premier League,23.0,36,29,2491,27.7,6,6,7.3,7.4,38,9,19,39,0.0,0.0,0.0,0.0,0.2166064981949458,0.2166064981949458,1.371841155234657,0.3249097472924188,0.6859205776173285,1.407942238267148,0.0,0.0,0.3249097472924188,0.3249097472924188,0.0685920577617328,0.1299638989169675,0.0228640192539109,0.351985559566787,0.0,0.0,0.0,0.848375451263538,0.3305358901026771,63.64,Good,Prime,HighMinutes,0.3152223692405457,Competitive,Keep,High minutes and at least promising role-based performance.,Dominik Szoboszlai is classified as Keep because: High minutes and at least promising role-based performance.
andrew_robertson_liverpool,liverpool,Andrew Robertson,sct SCO,DF,Defender,Liverpool,eng Premier League,30.0,33,29,2482,27.6,0,1,1.2,4.6,39,21,54,10,0.0,0.0,0.0,0.0,0.0,0.036231884057971,1.4130434782608694,0.7608695652173912,1.9565217391304344,0.3623188405797101,0.0,0.0,0.0,0.1231884057971014,0.0706521739130434,0.0760869565217391,0.1956521739130434,0.036231884057971,0.0,0.0,0.0,0.378623188405797,0.1893115942028985,7.65,Poor,Senior,HighMinutes,0.32826199321863153,Blocked,Sell,"Regular minutes, poor role-based performance, and older than 29.","Andrew Robertson is classified as Sell because: Regular minutes, poor role-based performance, and older than 29."
victor_bernth_kristiansen_leicester_city,leicester_city,Victor Bernth Kristiansen,dk DEN,DF,Defender,Leicester City,eng Premier League,21.0,30,29,2482,27.6,0,1,0.3,1.4,87,42,75,38,0.0,0.0,0.0,0.0,0.0,0.036231884057971,3.152173913043478,1.5217391304347825,2.717391304347826,1.3768115942028984,0.0,0.0,0.0,0.1231884057971014,0.1576086956521739,0.1521739130434782,0.2717391304347826,0.1376811594202898,0.0,0.0,0.0,0.7192028985507246,0.3596014492753623,55.19,Promising,Young,HighMinutes,0.3703769851059906,Blocked,Keep,High minutes and at least promising role-based performance.,Victor Bernth Kristiansen is classified as Keep because: High minutes and at least promising role-based performance.
andré_wolves,wolves,André,br BRA,MF,Midfielder,Wolves,eng Premier League,23.0,33,31,2472,27.5,0,0,0.4,0.8,91,37,30,42,0.0,0.0,0.0,0.0,0.0,0.0,3.309090909090909,1.3454545454545457,1.0909090909090908,1.5272727272727271,0.0,0.0,0.0,0.0,0.1654545454545454,0.5381818181818182,0.0363636363636363,0.3818181818181818,0.0,0.0,0.0,0.7036363636363636,0.2741440377804014,49.09,Average,Prime,HighMinutes,0.1372884691066509,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","André is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
anthony_gordon_newcastle_utd,newcastle_utd,Anthony Gordon,eng ENG,"FW,MF",AttMidWinger,Newcastle Utd,eng Premier League,23.0,34,28,2434,27.0,6,5,8.0,5.0,32,7,9,25,0.0,0.0,0.0,0.0,0.2222222222222222,0.1851851851851851,1.1851851851851851,0.2592592592592592,0.3333333333333333,0.925925925925926,0.0,0.0,0.1333333333333333,0.074074074074074,0.0395061728395061,0.0388888888888888,0.0166666666666666,0.1851851851851851,0.0,0.0,0.0,0.2469135802469135,0.2222222222222222,56.44,Promising,Prime,HighMinutes,0.18073224843559768,Competitive,Keep,High minutes and at least promising role-based performance.,Anthony Gordon is classified as Keep because: High minutes and at least promising role-based performance.
iliman_ndiaye_everton,everton,Iliman Ndiaye,sn SEN,FW,Forward,Everton,eng Premier League,24.0,33,29,2430,27.0,9,0,6.2,1.9,53,20,24,30,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.962962962962963,0.7407407407407407,0.8888888888888888,1.1111111111111112,0.0,0.0,0.338095238095238,0.0,0.1962962962962963,0.2777777777777778,0.2666666666666666,0.1111111111111111,0.0,0.0,0.0,0.338095238095238,0.1938196112688359,37.04,Poor,Prime,HighMinutes,0.12286746884340932,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Iliman Ndiaye is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
dean_huijsen_bournemouth,bournemouth,Dean Huijsen,es ESP,DF,Defender,Bournemouth,eng Premier League,19.0,32,26,2427,27.0,3,2,1.9,2.0,36,51,198,40,0.0,0.0,0.0,0.0,0.1111111111111111,0.074074074074074,1.3333333333333333,1.8888888888888888,7.333333333333333,1.4814814814814814,0.0,0.0,0.3222222222222222,0.2518518518518518,0.0666666666666666,0.1888888888888888,0.7333333333333333,0.1481481481481481,0.0,0.0,0.0,1.1370370370370368,0.5685185185185184,97.81,Good,Young,HighMinutes,0.3776606216622093,Competitive,Keep,High minutes and at least promising role-based performance.,Dean Huijsen is classified as Keep because: High minutes and at least promising role-based performance.
jurriën_timber_arsenal,arsenal,Jurriën Timber,nl NED,DF,Defender,Arsenal,eng Premier League,23.0,30,27,2417,26.9,1,3,1.2,0.8,58,22,44,19,0.0,0.0,0.0,0.0,0.037174721189591,0.1115241635687732,2.156133828996283,0.8178438661710038,1.6356877323420076,0.7063197026022305,0.0,0.0,0.1078066914498141,0.379182156133829,0.1078066914498141,0.0817843866171003,0.1635687732342007,0.070631970260223,0.0,0.0,0.0,0.4237918215613383,0.2118959107806691,9.29,Poor,Prime,HighMinutes,0.2999431388907817,Blocked,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Jurriën Timber is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
pervis_estupiñán_brighton,brighton,Pervis Estupiñán,ec ECU,DF,Defender,Brighton,eng Premier League,26.0,30,26,2402,26.7,1,1,1.2,2.1,65,37,65,20,0.0,0.0,0.0,0.0,0.0374531835205992,0.0374531835205992,2.4344569288389515,1.3857677902621723,2.4344569288389515,0.7490636704119851,0.0,0.0,0.1086142322097378,0.1273408239700374,0.1217228464419475,0.1385767790262172,0.2434456928838951,0.0749063670411985,0.0,0.0,0.0,0.5786516853932584,0.2893258426966292,23.5,Poor,Prime,HighMinutes,0.3459587788213042,Blocked,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Pervis Estupiñán is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
luis_díaz_liverpool,liverpool,Luis Díaz,co COL,FW,Forward,Liverpool,eng Premier League,27.0,36,28,2399,26.7,13,5,12.0,5.0,39,7,7,19,0.0,0.0,0.0,0.0,0.4868913857677903,0.1872659176029962,1.4606741573033708,0.2621722846441948,0.2621722846441948,0.7116104868913858,0.0,0.0,0.4938469769930444,0.3745318352059925,0.146067415730337,0.098314606741573,0.0786516853932584,0.0711610486891385,0.0,0.0,0.0,0.868378812199037,0.4978148901555956,82.72,Good,Prime,HighMinutes,0.485871367814583,Competitive,Keep,High minutes and at least promising role-based performance.,Luis Díaz is classified as Keep because: High minutes and at least promising role-based performance.
joelinton_newcastle_utd,newcastle_utd,Joelinton,br BRA,"MF,FW",AttMidWinger,Newcastle Utd,eng Premier League,27.0,29,29,2393,26.6,4,3,3.9,2.5,57,23,47,37,0.0,0.0,0.0,0.0,0.150375939849624,0.112781954887218,2.142857142857143,0.8646616541353384,1.7669172932330826,1.3909774436090223,0.0,0.0,0.0902255639097744,0.0451127819548872,0.0714285714285714,0.1296992481203007,0.0883458646616541,0.2781954887218045,0.0,0.0,0.0,0.206766917293233,0.1860902255639097,44.55,Average,Prime,HighMinutes,0.18073224843559768,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Joelinton is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
dejan_kulusevski_tottenham,tottenham,Dejan Kulusevski,se SWE,"MF,FW",AttMidWinger,Tottenham,eng Premier League,24.0,32,27,2389,26.5,7,4,4.2,6.2,45,13,10,34,0.0,0.0,0.0,0.0,0.2641509433962264,0.1509433962264151,1.69811320754717,0.490566037735849,0.3773584905660377,1.2830188679245282,0.0,0.0,0.1584905660377358,0.060377358490566,0.0566037735849056,0.0735849056603773,0.0188679245283018,0.2566037735849056,0.0,0.0,0.0,0.2754716981132075,0.2479245283018867,59.41,Promising,Prime,HighMinutes,0.3092209638910604,Blocked,Keep,High minutes and at least promising role-based performance.,Dejan Kulusevski is classified as Keep because: High minutes and at least promising role-based performance.
mads_hermansen_leicester_city,leicester_city,Mads Hermansen,dk DEN,GK,Goalkeeper,Leicester City,eng Premier League,24.0,27,27,2385,26.5,0,0,0.0,0.0,1,0,13,1,58.0,99.0,64.5,1.0,0.0,0.0,0.0377358490566037,0.0,0.490566037735849,0.0377358490566037,0.0377358490566037,2.188679245283019,0.0,0.0,0.0754716981132075,0.0,0.2180293501048218,0.5849056603773585,0.645,0.0037735849056603,0.5471698113207547,0.1016037735849056,0.2698476052249637,25.0,Poor,Prime,HighMinutes,0.1996927914852443,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Mads Hermansen is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
lucas_paquetá_west_ham,west_ham,Lucas Paquetá,br BRA,"MF,FW",AttMidWinger,West Ham,eng Premier League,26.0,33,27,2380,26.4,4,0,5.3,3.1,66,18,37,29,0.0,0.0,0.0,0.0,0.1515151515151515,0.0,2.5,0.6818181818181819,1.4015151515151516,1.0984848484848486,0.0,0.0,0.0909090909090909,0.0,0.0833333333333333,0.1022727272727272,0.0700757575757575,0.2196969696969697,0.0,0.0,0.0,0.1742424242424242,0.1568181818181818,34.65,Poor,Prime,HighMinutes,0.19285646464124453,Blocked,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Lucas Paquetá is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
trent_alexander-arnold_liverpool,liverpool,Trent Alexander-Arnold,eng ENG,DF,Defender,Liverpool,eng Premier League,25.0,33,28,2365,26.3,3,6,1.9,7.3,72,31,55,26,0.0,0.0,0.0,0.0,0.1140684410646387,0.2281368821292775,2.7376425855513307,1.1787072243346006,2.091254752851711,0.988593155893536,0.0,0.0,0.3307984790874524,0.7756653992395437,0.1368821292775665,0.11787072243346,0.2091254752851711,0.0988593155893536,0.0,0.0,0.0,0.5627376425855513,0.2813688212927756,21.31,Poor,Prime,HighMinutes,0.32826199321863153,Blocked,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Trent Alexander-Arnold is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
gabriel_magalhães_arsenal,arsenal,Gabriel Magalhães,br BRA,DF,Defender,Arsenal,eng Premier League,26.0,28,28,2363,26.3,3,1,2.6,0.9,25,16,93,42,0.0,0.0,0.0,0.0,0.1140684410646387,0.0380228136882129,0.9505703422053232,0.6083650190114068,3.536121673003802,1.5969581749049429,0.0,0.0,0.3307984790874524,0.1292775665399239,0.0475285171102661,0.0608365019011406,0.3536121673003802,0.1596958174904942,0.0,0.0,0.0,0.6216730038022813,0.3108365019011406,32.79,Poor,Prime,HighMinutes,0.2999431388907817,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Gabriel Magalhães is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
jacob_murphy_newcastle_utd,newcastle_utd,Jacob Murphy,eng ENG,FW,Forward,Newcastle Utd,eng Premier League,29.0,35,31,2360,26.2,8,12,5.7,8.9,28,13,35,31,0.0,0.0,0.0,0.0,0.3053435114503817,0.4580152671755725,1.068702290076336,0.4961832061068702,1.33587786259542,1.183206106870229,0.0,0.0,0.3097055616139585,0.916030534351145,0.1068702290076335,0.1860687022900763,0.4007633587786259,0.1183206106870229,0.0,0.0,0.0,1.2257360959651036,0.7026768403381518,97.53,Good,Prime,HighMinutes,0.3759541289065876,Competitive,Keep,High minutes and at least promising role-based performance.,Jacob Murphy is classified as Keep because: High minutes and at least promising role-based performance.
lucas_digne_aston_villa,aston_villa,Lucas Digne,fr FRA,DF,Defender,Aston Villa,eng Premier League,31.0,32,28,2351,26.1,0,4,0.8,4.7,65,25,89,23,0.0,0.0,0.0,0.0,0.0,0.1532567049808429,2.490421455938697,0.9578544061302682,3.4099616858237547,0.8812260536398467,0.0,0.0,0.0,0.5210727969348659,0.1245210727969348,0.0957854406130268,0.3409961685823754,0.0881226053639846,0.0,0.0,0.0,0.6494252873563218,0.3247126436781609,40.44,Average,Senior,HighMinutes,0.29828606275831837,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Lucas Digne is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
saša_lukić_fulham,fulham,Saša Lukić,rs SRB,MF,Midfielder,Fulham,eng Premier League,27.0,30,28,2344,26.0,0,2,1.2,2.7,68,28,35,20,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,2.6153846153846154,1.0769230769230769,1.3461538461538465,0.7692307692307693,0.0,0.0,0.0,0.1153846153846153,0.1307692307692307,0.4307692307692307,0.0448717948717948,0.1923076923076923,0.0,0.0,0.0,0.676923076923077,0.2637362637362638,41.82,Average,Prime,HighMinutes,0.2163462039972217,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Saša Lukić is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
justin_kluivert_bournemouth,bournemouth,Justin Kluivert,nl NED,MF,Midfielder,Bournemouth,eng Premier League,25.0,34,29,2340,26.0,12,6,10.3,4.8,23,14,24,24,0.0,0.0,0.0,0.0,0.4615384615384615,0.2307692307692307,0.8846153846153846,0.5384615384615384,0.9230769230769232,0.9230769230769232,0.0,0.0,0.6923076923076924,0.3461538461538462,0.0442307692307692,0.2153846153846153,0.0307692307692307,0.2307692307692307,0.0,0.0,0.0,1.2980769230769231,0.5057442557442559,94.55,Good,Prime,HighMinutes,0.4062551291044641,Competitive,Keep,High minutes and at least promising role-based performance.,Justin Kluivert is classified as Keep because: High minutes and at least promising role-based performance.
martin_ødegaard_arsenal,arsenal,Martin Ødegaard,no NOR,MF,Midfielder,Arsenal,eng Premier League,25.0,30,26,2325,25.8,3,8,4.8,5.4,19,6,6,5,0.0,0.0,0.0,0.0,0.1162790697674418,0.3100775193798449,0.7364341085271318,0.2325581395348837,0.2325581395348837,0.193798449612403,0.0,0.0,0.1744186046511628,0.4651162790697674,0.0368217054263565,0.0930232558139534,0.0077519379844961,0.0484496124031007,0.0,0.0,0.0,0.7693798449612403,0.29975838115373,58.18,Promising,Prime,HighMinutes,0.2770936662212029,Competitive,Keep,High minutes and at least promising role-based performance.,Martin Ødegaard is classified as Keep because: High minutes and at least promising role-based performance.
wilfred_ndidi_leicester_city,leicester_city,Wilfred Ndidi,ng NGA,MF,Midfielder,Leicester City,eng Premier League,27.0,28,28,2324,25.8,0,5,2.0,1.9,85,31,80,47,0.0,0.0,0.0,0.0,0.0,0.193798449612403,3.294573643410853,1.2015503875968991,3.1007751937984493,1.821705426356589,0.0,0.0,0.0,0.2906976744186046,0.1647286821705426,0.4806201550387596,0.1033591731266149,0.4554263565891472,0.0,0.0,0.0,0.9360465116279072,0.364693446088795,74.55,Good,Prime,HighMinutes,0.18335712686222852,Competitive,Keep,High minutes and at least promising role-based performance.,Wilfred Ndidi is classified as Keep because: High minutes and at least promising role-based performance.
ederson_manchester_city,manchester_city,Ederson,br BRA,GK,Goalkeeper,Manchester City,eng Premier League,30.0,26,26,2320,25.8,0,4,0.0,1.5,0,1,11,0,26.0,53.0,69.2,10.0,0.0,0.1550387596899224,0.0,0.0387596899224806,0.4263565891472868,0.0,0.3875968992248061,1.007751937984496,0.0,1.0,0.0,0.5813953488372093,0.1894918173987941,0.0,0.6920000000000001,0.0387596899224806,0.251937984496124,0.4788217054263566,0.4149314251639832,84.09,Good,Senior,HighMinutes,0.3874152712200748,Competitive,Keep,High minutes and at least promising role-based performance.,Ederson is classified as Keep because: High minutes and at least promising role-based performance.
evanilson_bournemouth,bournemouth,Evanilson,br BRA,FW,Forward,Bournemouth,eng Premier League,24.0,31,28,2319,25.8,10,1,12.5,1.9,16,1,21,11,0.0,0.0,0.0,0.0,0.3875968992248061,0.0387596899224806,0.6201550387596899,0.0387596899224806,0.813953488372093,0.4263565891472868,0.0,0.0,0.3931339977851605,0.0775193798449612,0.0620155038759689,0.0145348837209302,0.2441860465116279,0.0426356589147286,0.0,0.0,0.0,0.4706533776301218,0.2698111195193426,43.21,Average,Prime,HighMinutes,0.24099332248309155,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Evanilson is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
kevin_schade_brentford,brentford,Kevin Schade,de GER,FW,Forward,Brentford,eng Premier League,22.0,38,26,2293,25.5,11,2,8.2,3.7,39,5,34,19,0.0,0.0,0.0,0.0,0.4313725490196078,0.0784313725490196,1.5294117647058822,0.196078431372549,1.3333333333333333,0.7450980392156863,0.0,0.0,0.4375350140056022,0.1568627450980392,0.1529411764705882,0.0735294117647058,0.3999999999999999,0.0745098039215686,0.0,0.0,0.0,0.5943977591036415,0.3407499710956669,55.56,Promising,Young,HighMinutes,0.44729235226646064,Blocked,Keep,High minutes and at least promising role-based performance.,Kevin Schade is classified as Keep because: High minutes and at least promising role-based performance.
gabriel_martinelli_arsenal,arsenal,Gabriel Martinelli,br BRA,"FW,MF",AttMidWinger,Arsenal,eng Premier League,23.0,33,25,2290,25.4,8,4,7.4,5.0,23,5,19,15,0.0,0.0,0.0,0.0,0.3149606299212598,0.1574803149606299,0.905511811023622,0.1968503937007874,0.7480314960629921,0.5905511811023623,0.0,0.0,0.1889763779527559,0.0629921259842519,0.0301837270341207,0.0295275590551181,0.0374015748031496,0.1181102362204724,0.0,0.0,0.0,0.2821522309711286,0.2539370078740157,63.37,Good,Prime,HighMinutes,0.3004144478935325,Blocked,Keep,High minutes and at least promising role-based performance.,Gabriel Martinelli is classified as Keep because: High minutes and at least promising role-based performance.
jefferson_lerma_crystal_palace,crystal_palace,Jefferson Lerma,co COL,"MF,DF",DefMidWingBack,Crystal Palace,eng Premier League,29.0,33,26,2274,25.3,0,1,1.1,1.6,35,42,80,38,0.0,0.0,0.0,0.0,0.0,0.0395256916996047,1.383399209486166,1.6600790513833992,3.1620553359683794,1.5019762845849802,0.0,0.0,0.0,0.1225296442687747,0.1194554238032499,0.4980237154150197,0.7794834084015075,0.2753623188405797,0.0,0.0,0.0,1.5194921918885518,0.442030984557879,75.86,Good,Prime,HighMinutes,0.21853951410308003,Competitive,Keep,High minutes and at least promising role-based performance.,Jefferson Lerma is classified as Keep because: High minutes and at least promising role-based performance.
