player_id,team_id,player_name,nationality,raw_position,broad_position_group,team_name,league_name,age,matches_played,games_started,minutes_played,nineties_played,goals,assists,expected_goals,expected_assisted_goals,tackles,interceptions,clearances,blocks,goals_against,saves,save_percentage,clean_sheets
martin_ødegaard_arsenal,arsenal,Martin Ødegaard,no NOR,MF,Midfielder,Arsenal,eng Premier League,25.0,30,26,2325,25.8,3,8,4.8,5.4,19,6,6,5,0.0,0.0,0.0,0.0
wilfred_ndidi_leicester_city,leicester_city,Wilfred Ndidi,ng NGA,MF,Midfielder,Leicester City,eng Premier League,27.0,28,28,2324,25.8,0,5,2.0,1.9,85,31,80,47,0.0,0.0,0.0,0.0
ederson_manchester_city,manchester_city,Ederson,br BRA,GK,Goalkeeper,Manchester City,eng Premier League,30.0,26,26,2320,25.8,0,4,0.0,1.5,0,1,11,0,26.0,53.0,69.2,10.0
evanilson_bournemouth,bournemouth,Evanilson,br BRA,FW,Forward,Bournemouth,eng Premier League,24.0,31,28,2319,25.8,10,1,12.5,1.9,16,1,21,11,0.0,0.0,0.0,0.0
kevin_schade_brentford,brentford,Kevin Schade,de GER,FW,Forward,Brentford,eng Premier League,22.0,38,26,2293,25.5,11,2,8.2,3.7,39,5,34,19,0.0,0.0,0.0,0.0
gabriel_martinelli_arsenal,arsenal,Gabriel Martinelli,br BRA,"FW,MF",Forward,Arsenal,eng Premier League,23.0,33,25,2290,25.4,8,4,7.4,5.0,23,5,19,15,0.0,0.0,0.0,0.0
jefferson_lerma_crystal_palace,crystal_palace,Jefferson Lerma,co COL,"MF,DF",Midfielder,Crystal Palace,eng Premier League,29.0,33,26,2274,25.3,0,1,1.1,1.6,35,42,80,38,0.0,0.0,0.0,0.0
rúben_dias_manchester_city,manchester_city,Rúben Dias,pt POR,DF,Defender,Manchester City,eng Premier League,27.0,27,25,2271,25.2,0,0,1.5,0.3,17,20,71,23,0.0,0.0,0.0,0.0
pedro_neto_chelsea,chelsea,Pedro Neto,pt POR,FW,Forward,Chelsea,eng Premier League,24.0,35,24,2269,25.2,4,6,3.5,6.7,23,9,6,14,0.0,0.0,0.0,0.0
alphonse_areola_west_ham,west_ham,Alphonse Areola,fr FRA,GK,Goalkeeper,West Ham,eng Premier League,31.0,26,25,2260,25.1,0,0,0.0,0.0,2,0,15,0,41.0,77.0,64.3,5.0
vitaly_janelt_brentford,brentford,Vitaly Janelt,de GER,MF,Midfielder,Brentford,eng Premier League,26.0,32,27,2254,25.0,1,3,0.8,2.2,38,27,53,33,0.0,0.0,0.0,0.0
sander_berge_fulham,fulham,Sander Berge,no NOR,MF,Midfielder,Fulham,eng Premier League,26.0,31,26,2224,24.7,0,0,0.4,0.6,50,21,38,27,0.0,0.0,0.0,0.0
john_mcginn_aston_villa,aston_villa,John McGinn,sct SCO,"MF,FW",Midfielder,Aston Villa,eng Premier League,29.0,34,27,2223,24.7,1,4,3.1,3.5,33,14,18,22,0.0,0.0,0.0,0.0
i̇lkay_gündoğan_manchester_city,manchester_city,İlkay Gündoğan,de GER,MF,Midfielder,Manchester City,eng Premier League,33.0,33,25,2223,24.7,1,6,3.2,3.5,25,13,23,15,0.0,0.0,0.0,0.0
nicolas_jackson_chelsea,chelsea,Nicolas Jackson,sn SEN,FW,Forward,Chelsea,eng Premier League,23.0,30,28,2220,24.7,10,5,12.3,4.3,22,3,15,15,0.0,0.0,0.0,0.0
jacob_greaves_ipswich_town,ipswich_town,Jacob Greaves,eng ENG,DF,Defender,Ipswich Town,eng Premier League,23.0,25,25,2205,24.5,1,0,1.3,0.3,40,21,148,41,0.0,0.0,0.0,0.0
dominic_solanke_tottenham,tottenham,Dominic Solanke,eng ENG,FW,Forward,Tottenham,eng Premier League,26.0,27,25,2201,24.5,9,3,10.9,2.9,18,1,23,20,0.0,0.0,0.0,0.0
alejandro_garnacho_manchester_utd,manchester_utd,Alejandro Garnacho,ar ARG,"MF,FW",Midfielder,Manchester Utd,eng Premier League,20.0,36,23,2199,24.4,6,2,7.3,4.5,30,13,11,19,0.0,0.0,0.0,0.0
mateo_kovačić_manchester_city,manchester_city,Mateo Kovačić,hr CRO,MF,Midfielder,Manchester City,eng Premier League,30.0,31,25,2198,24.4,6,2,1.9,3.6,69,24,21,20,0.0,0.0,0.0,0.0
callum_hudson-odoi_nott'ham_forest,nott'ham_forest,Callum Hudson-Odoi,eng ENG,"FW,MF",Forward,Nott'ham Forest,eng Premier League,23.0,31,25,2194,24.4,5,2,2.5,2.7,22,13,12,11,0.0,0.0,0.0,0.0
lewis_hall_newcastle_utd,newcastle_utd,Lewis Hall,eng ENG,DF,Defender,Newcastle Utd,eng Premier League,19.0,27,24,2189,24.3,0,4,0.4,4.3,58,18,75,33,0.0,0.0,0.0,0.0
bilal_el_khannouss_leicester_city,leicester_city,Bilal El Khannouss,ma MAR,"MF,FW",Midfielder,Leicester City,eng Premier League,20.0,32,27,2182,24.2,2,3,1.3,4.6,50,6,10,22,0.0,0.0,0.0,0.0
brennan_johnson_tottenham,tottenham,Brennan Johnson,wls WAL,FW,Forward,Tottenham,eng Premier League,23.0,33,24,2177,24.2,11,3,10.4,2.3,39,4,14,25,0.0,0.0,0.0,0.0
boubakary_soumaré_leicester_city,leicester_city,Boubakary Soumaré,fr FRA,MF,Midfielder,Leicester City,eng Premier League,25.0,31,25,2171,24.1,0,0,0.3,0.4,37,27,34,22,0.0,0.0,0.0,0.0
guglielmo_vicario_tottenham,tottenham,Guglielmo Vicario,it ITA,GK,Goalkeeper,Tottenham,eng Premier League,27.0,24,24,2160,24.0,0,0,0.0,0.0,0,1,14,0,37.0,67.0,64.7,4.0
flynn_downes_southampton,southampton,Flynn Downes,eng ENG,MF,Midfielder,Southampton,eng Premier League,25.0,27,25,2151,23.9,1,0,0.6,1.1,49,32,51,28,0.0,0.0,0.0,0.0
matthijs_de_ligt_manchester_utd,manchester_utd,Matthijs de Ligt,nl NED,DF,Defender,Manchester Utd,eng Premier League,24.0,29,25,2123,23.6,2,0,2.5,0.3,30,33,96,29,0.0,0.0,0.0,0.0
ryan_christie_bournemouth,bournemouth,Ryan Christie,sct SCO,MF,Midfielder,Bournemouth,eng Premier League,29.0,29,27,2117,23.5,2,3,1.8,3.5,54,30,51,44,0.0,0.0,0.0,0.0
danny_welbeck_brighton,brighton,Danny Welbeck,eng ENG,FW,Forward,Brighton,eng Premier League,33.0,30,24,2115,23.5,10,4,9.6,1.4,26,5,14,19,0.0,0.0,0.0,0.0
emerson_palmieri_west_ham,west_ham,Emerson Palmieri,it ITA,DF,Defender,West Ham,eng Premier League,29.0,31,26,2113,23.5,2,1,2.0,1.5,60,21,59,32,0.0,0.0,0.0,0.0
son_heung-min_tottenham,tottenham,Son Heung-min,kr KOR,FW,Forward,Tottenham,eng Premier League,32.0,30,24,2110,23.4,7,9,7.2,8.2,17,5,17,11,0.0,0.0,0.0,0.0
matt_doherty_wolves,wolves,Matt Doherty,ie IRL,DF,Defender,Wolves,eng Premier League,32.0,30,25,2109,23.4,2,1,1.0,1.5,38,22,102,28,0.0,0.0,0.0,0.0
will_hughes_crystal_palace,crystal_palace,Will Hughes,eng ENG,MF,Midfielder,Crystal Palace,eng Premier League,29.0,33,24,2108,23.4,0,3,1.1,3.1,66,22,28,31,0.0,0.0,0.0,0.0
lewis_dunk_brighton,brighton,Lewis Dunk,eng ENG,DF,Defender,Brighton,eng Premier League,32.0,25,23,2083,23.1,0,0,0.8,0.5,17,13,79,28,0.0,0.0,0.0,0.0
jack_harrison_everton,everton,Jack Harrison,eng ENG,FW,Forward,Everton,eng Premier League,27.0,34,24,2076,23.1,1,0,3.5,3.7,32,10,35,18,0.0,0.0,0.0,0.0
matty_cash_aston_villa,aston_villa,Matty Cash,pl POL,DF,Defender,Aston Villa,eng Premier League,26.0,27,24,2070,23.0,1,1,0.5,1.1,56,23,70,22,0.0,0.0,0.0,0.0
konstantinos_mavropanos_west_ham,west_ham,Konstantinos Mavropanos,gr GRE,DF,Defender,West Ham,eng Premier League,26.0,33,21,2045,22.7,0,0,1.5,0.5,35,40,126,25,0.0,0.0,0.0,0.0
emile_smith_rowe_fulham,fulham,Emile Smith Rowe,eng ENG,MF,Midfielder,Fulham,eng Premier League,24.0,34,25,2043,22.7,6,3,4.5,1.4,31,11,16,22,0.0,0.0,0.0,0.0
noni_madueke_chelsea,chelsea,Noni Madueke,eng ENG,FW,Forward,Chelsea,eng Premier League,22.0,32,27,2033,22.6,7,3,9.6,4.2,25,10,11,17,0.0,0.0,0.0,0.0
pau_torres_aston_villa,aston_villa,Pau Torres,es ESP,DF,Defender,Aston Villa,eng Premier League,27.0,24,23,2020,22.4,0,0,0.5,0.1,21,10,75,16,0.0,0.0,0.0,0.0
manuel_akanji_manchester_city,manchester_city,Manuel Akanji,ch SUI,DF,Defender,Manchester City,eng Premier League,29.0,26,23,2014,22.4,0,0,1.6,0.4,19,9,64,11,0.0,0.0,0.0,0.0
andreas_pereira_fulham,fulham,Andreas Pereira,br BRA,MF,Midfielder,Fulham,eng Premier League,28.0,33,25,2013,22.4,2,4,3.8,4.6,24,8,17,17,0.0,0.0,0.0,0.0
joe_aribo_southampton,southampton,Joe Aribo,ng NGA,"MF,DF",Midfielder,Southampton,eng Premier League,28.0,32,21,2013,22.4,3,0,2.7,1.6,47,20,32,28,0.0,0.0,0.0,0.0
dango_ouattara_bournemouth,bournemouth,Dango Ouattara,bf BFA,FW,Forward,Bournemouth,eng Premier League,22.0,32,21,2005,22.3,7,4,8.4,5.5,35,11,51,36,0.0,0.0,0.0,0.0
rasmus_højlund_manchester_utd,manchester_utd,Rasmus Højlund,dk DEN,FW,Forward,Manchester Utd,eng Premier League,21.0,32,23,2004,22.3,4,0,5.3,1.8,3,2,6,6,0.0,0.0,0.0,0.0
tyler_adams_bournemouth,bournemouth,Tyler Adams,us USA,MF,Midfielder,Bournemouth,eng Premier League,25.0,28,21,1965,21.8,0,3,1.6,1.0,83,32,42,33,0.0,0.0,0.0,0.0
yasin_ayari_brighton,brighton,Yasin Ayari,se SWE,MF,Midfielder,Brighton,eng Premier League,20.0,34,22,1965,21.8,2,1,2.4,2.3,59,20,26,24,0.0,0.0,0.0,0.0
nicolás_domínguez_nott'ham_forest,nott'ham_forest,Nicolás Domínguez,ar ARG,"MF,FW",Midfielder,Nott'ham Forest,eng Premier League,26.0,34,23,1963,21.8,0,1,1.5,1.3,86,29,54,38,0.0,0.0,0.0,0.0
jens_cajuste_ipswich_town,ipswich_town,Jens Cajuste,se SWE,MF,Midfielder,Ipswich Town,eng Premier League,24.0,30,25,1959,21.8,1,1,0.7,0.8,44,28,33,25,0.0,0.0,0.0,0.0
joão_pedro_brighton,brighton,João Pedro,br BRA,"FW,MF",Forward,Brighton,eng Premier League,22.0,27,23,1948,21.6,10,6,8.9,5.0,16,9,12,12,0.0,0.0,0.0,0.0
marcus_tavernier_bournemouth,bournemouth,Marcus Tavernier,eng ENG,"FW,MF",Forward,Bournemouth,eng Premier League,25.0,29,20,1939,21.5,3,5,5.5,4.0,43,5,11,16,0.0,0.0,0.0,0.0
cody_gakpo_liverpool,liverpool,Cody Gakpo,nl NED,FW,Forward,Liverpool,eng Premier League,25.0,35,23,1935,21.5,10,4,7.1,4.4,28,12,19,23,0.0,0.0,0.0,0.0
destiny_udogie_tottenham,tottenham,Destiny Udogie,it ITA,DF,Defender,Tottenham,eng Premier League,21.0,25,24,1924,21.4,0,1,0.3,1.5,75,22,36,40,0.0,0.0,0.0,0.0
chris_richards_crystal_palace,crystal_palace,Chris Richards,us USA,DF,Defender,Crystal Palace,eng Premier League,24.0,24,22,1922,21.4,1,0,1.4,0.1,47,19,121,40,0.0,0.0,0.0,0.0
ryan_yates_nott'ham_forest,nott'ham_forest,Ryan Yates,eng ENG,MF,Midfielder,Nott'ham Forest,eng Premier League,26.0,35,18,1915,21.3,2,1,2.3,1.2,42,26,61,38,0.0,0.0,0.0,0.0
ethan_pinnock_brentford,brentford,Ethan Pinnock,jm JAM,DF,Defender,Brentford,eng Premier League,31.0,22,21,1913,21.3,2,0,1.1,1.2,35,24,142,29,0.0,0.0,0.0,0.0
pape_matar_sarr_tottenham,tottenham,Pape Matar Sarr,sn SEN,MF,Midfielder,Tottenham,eng Premier League,21.0,36,22,1913,21.3,3,2,3.7,1.6,49,30,25,26,0.0,0.0,0.0,0.0
amad_diallo_manchester_utd,manchester_utd,Amad Diallo,ci CIV,"MF,FW",Midfielder,Manchester Utd,eng Premier League,22.0,26,20,1901,21.1,8,6,4.7,4.9,38,11,19,15,0.0,0.0,0.0,0.0
rico_lewis_manchester_city,manchester_city,Rico Lewis,eng ENG,"DF,MF",Defender,Manchester City,eng Premier League,19.0,28,21,1893,21.0,1,2,1.4,0.3,30,13,45,28,0.0,0.0,0.0,0.0
ashley_young_everton,everton,Ashley Young,eng ENG,DF,Defender,Everton,eng Premier League,39.0,32,19,1875,20.8,1,3,0.3,2.3,58,25,64,14,0.0,0.0,0.0,0.0
kai_havertz_arsenal,arsenal,Kai Havertz,de GER,"FW,MF",Forward,Arsenal,eng Premier League,25.0,23,21,1875,20.8,9,3,9.5,2.4,16,6,33,23,0.0,0.0,0.0,0.0
tyler_dibling_southampton,southampton,Tyler Dibling,eng ENG,"FW,MF",Forward,Southampton,eng Premier League,18.0,33,20,1874,20.8,2,0,2.5,1.5,34,8,16,19,0.0,0.0,0.0,0.0
malo_gusto_chelsea,chelsea,Malo Gusto,fr FRA,DF,Defender,Chelsea,eng Premier League,21.0,32,19,1862,20.7,0,1,1.7,1.4,45,24,49,29,0.0,0.0,0.0,0.0
jack_hinshelwood_brighton,brighton,Jack Hinshelwood,eng ENG,"MF,DF",Midfielder,Brighton,eng Premier League,19.0,26,22,1842,20.5,5,2,2.7,1.5,27,16,37,10,0.0,0.0,0.0,0.0
yankuba_minteh_brighton,brighton,Yankuba Minteh,gm GAM,"FW,MF",Forward,Brighton,eng Premier League,20.0,32,20,1838,20.4,6,4,4.1,5.0,48,11,31,22,0.0,0.0,0.0,0.0
jean-clair_todibo_west_ham,west_ham,Jean-Clair Todibo,fr FRA,DF,Defender,West Ham,eng Premier League,24.0,27,20,1825,20.3,0,0,0.4,0.0,47,26,83,25,0.0,0.0,0.0,0.0
james_maddison_tottenham,tottenham,James Maddison,eng ENG,MF,Midfielder,Tottenham,eng Premier League,27.0,31,21,1809,20.1,9,7,5.8,4.2,31,12,19,15,0.0,0.0,0.0,0.0
djed_spence_tottenham,tottenham,Djed Spence,eng ENG,DF,Defender,Tottenham,eng Premier League,23.0,25,19,1792,19.9,1,2,0.6,1.8,47,21,74,28,0.0,0.0,0.0,0.0
manuel_ugarte_ribeiro_manchester_utd,manchester_utd,Manuel Ugarte Ribeiro,uy URU,MF,Midfielder,Manchester Utd,eng Premier League,23.0,29,22,1785,19.8,1,2,1.0,1.1,77,27,17,33,0.0,0.0,0.0,0.0
phil_foden_manchester_city,manchester_city,Phil Foden,eng ENG,"MF,FW",Midfielder,Manchester City,eng Premier League,24.0,28,20,1777,19.7,7,2,5.2,4.8,13,9,7,13,0.0,0.0,0.0,0.0
kenny_tete_fulham,fulham,Kenny Tete,nl NED,DF,Defender,Fulham,eng Premier League,28.0,22,21,1774,19.7,0,2,1.4,0.9,56,32,67,31,0.0,0.0,0.0,0.0
adama_traoré_fulham,fulham,Adama Traoré,es ESP,"FW,MF",Forward,Fulham,eng Premier League,28.0,36,18,1772,19.7,2,7,4.0,4.9,20,1,6,7,0.0,0.0,0.0,0.0
edson_álvarez_west_ham,west_ham,Edson Álvarez,mx MEX,MF,Midfielder,West Ham,eng Premier League,26.0,28,20,1772,19.7,0,1,0.4,0.8,50,18,46,23,0.0,0.0,0.0,0.0
sávio_manchester_city,manchester_city,Sávio,br BRA,"FW,MF",Forward,Manchester City,eng Premier League,20.0,29,21,1766,19.6,1,8,5.0,6.9,23,6,9,14,0.0,0.0,0.0,0.0
jadon_sancho_chelsea,chelsea,Jadon Sancho,eng ENG,FW,Forward,Chelsea,eng Premier League,24.0,31,19,1764,19.6,3,4,2.2,3.7,13,2,8,11,0.0,0.0,0.0,0.0
harry_maguire_manchester_utd,manchester_utd,Harry Maguire,eng ENG,DF,Defender,Manchester Utd,eng Premier League,31.0,27,19,1758,19.5,1,0,1.8,0.6,30,40,78,15,0.0,0.0,0.0,0.0
harvey_barnes_newcastle_utd,newcastle_utd,Harvey Barnes,eng ENG,FW,Forward,Newcastle Utd,eng Premier League,26.0,33,17,1755,19.5,9,4,7.2,4.0,16,6,15,8,0.0,0.0,0.0,0.0
archie_gray_tottenham,tottenham,Archie Gray,eng ENG,"DF,MF",Defender,Tottenham,eng Premier League,18.0,28,19,1751,19.5,0,0,0.0,0.1,16,19,50,22,0.0,0.0,0.0,0.0
lisandro_martínez_manchester_utd,manchester_utd,Lisandro Martínez,ar ARG,DF,Defender,Manchester Utd,eng Premier League,26.0,20,20,1751,19.5,2,1,1.3,1.1,40,32,57,22,0.0,0.0,0.0,0.0
bukayo_saka_arsenal,arsenal,Bukayo Saka,eng ENG,"FW,MF",Forward,Arsenal,eng Premier League,22.0,25,20,1729,19.2,6,10,6.8,7.6,29,3,8,22,0.0,0.0,0.0,0.0
boubacar_kamara_aston_villa,aston_villa,Boubacar Kamara,fr FRA,MF,Midfielder,Aston Villa,eng Premier League,24.0,26,20,1726,19.2,1,0,0.8,0.9,50,19,51,19,0.0,0.0,0.0,0.0
conor_coady_leicester_city,leicester_city,Conor Coady,eng ENG,DF,Defender,Leicester City,eng Premier League,31.0,22,19,1714,19.0,1,0,0.4,0.1,13,13,71,32,0.0,0.0,0.0,0.0
curtis_jones_liverpool,liverpool,Curtis Jones,eng ENG,"MF,DF",Midfielder,Liverpool,eng Premier League,23.0,33,19,1712,19.0,3,3,4.3,1.1,39,7,10,22,0.0,0.0,0.0,0.0
axel_tuanzebe_ipswich_town,ipswich_town,Axel Tuanzebe,cd COD,DF,Defender,Ipswich Town,eng Premier League,26.0,22,20,1710,19.0,0,1,0.2,0.3,31,23,56,21,0.0,0.0,0.0,0.0
kevin_de_bruyne_manchester_city,manchester_city,Kevin De Bruyne,be BEL,"MF,FW",Midfielder,Manchester City,eng Premier League,33.0,28,19,1702,18.9,4,7,5.1,8.0,17,7,10,8,0.0,0.0,0.0,0.0
joël_veltman_brighton,brighton,Joël Veltman,nl NED,DF,Defender,Brighton,eng Premier League,32.0,21,19,1697,18.9,0,0,0.5,0.5,43,19,66,22,0.0,0.0,0.0,0.0
santiago_bueno_wolves,wolves,Santiago Bueno,uy URU,DF,Defender,Wolves,eng Premier League,25.0,29,18,1687,18.7,0,0,0.4,0.0,41,15,70,36,0.0,0.0,0.0,0.0
jean-ricner_bellegarde_wolves,wolves,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Midfielder,Wolves,eng Premier League,26.0,35,20,1677,18.6,2,7,1.5,3.8,39,10,18,19,0.0,0.0,0.0,0.0
matheus_nunes_manchester_city,manchester_city,Matheus Nunes,pt POR,"DF,MF",Defender,Manchester City,eng Premier League,25.0,26,19,1674,18.6,1,6,1.2,4.4,35,15,38,17,0.0,0.0,0.0,0.0
georginio_rutter_brighton,brighton,Georginio Rutter,fr FRA,"MF,FW",Midfielder,Brighton,eng Premier League,22.0,28,19,1656,18.4,5,3,4.6,2.5,39,10,13,20,0.0,0.0,0.0,0.0
lesley_ugochukwu_southampton,southampton,Lesley Ugochukwu,fr FRA,MF,Midfielder,Southampton,eng Premier League,20.0,26,18,1655,18.4,1,1,0.9,1.0,50,14,23,27,0.0,0.0,0.0,0.0
kobbie_mainoo_manchester_utd,manchester_utd,Kobbie Mainoo,eng ENG,MF,Midfielder,Manchester Utd,eng Premier League,19.0,25,19,1651,18.3,0,0,0.7,1.6,46,19,14,16,0.0,0.0,0.0,0.0
timothy_castagne_fulham,fulham,Timothy Castagne,be BEL,DF,Defender,Fulham,eng Premier League,28.0,24,17,1649,18.3,0,1,0.4,1.2,46,22,83,15,0.0,0.0,0.0,0.0
rodrigo_bentancur_tottenham,tottenham,Rodrigo Bentancur,uy URU,MF,Midfielder,Tottenham,eng Premier League,27.0,26,21,1645,18.3,2,0,1.3,0.4,40,40,38,25,0.0,0.0,0.0,0.0
jordan_ayew_leicester_city,leicester_city,Jordan Ayew,gh GHA,"FW,MF",Forward,Leicester City,eng Premier League,32.0,30,19,1638,18.2,5,0,3.2,1.1,27,12,19,21,0.0,0.0,0.0,0.0
jacob_ramsey_aston_villa,aston_villa,Jacob Ramsey,eng ENG,"FW,MF",Forward,Aston Villa,eng Premier League,23.0,29,19,1623,18.0,1,3,1.6,2.3,30,8,8,23,0.0,0.0,0.0,0.0
arijanet_muric_ipswich_town,ipswich_town,Arijanet Muric,xk KVX,GK,Goalkeeper,Ipswich Town,eng Premier League,25.0,18,18,1620,18.0,0,0,0.0,0.0,0,0,10,0,33.0,67.0,70.0,1.0
amadou_onana_aston_villa,aston_villa,Amadou Onana,be BEL,MF,Midfielder,Aston Villa,eng Premier League,22.0,26,20,1617,18.0,3,0,2.1,0.7,55,26,41,16,0.0,0.0,0.0,0.0
stephy_mavididi_leicester_city,leicester_city,Stephy Mavididi,eng ENG,FW,Forward,Leicester City,eng Premier League,26.0,30,16,1615,17.9,4,1,1.8,2.6,34,11,15,26,0.0,0.0,0.0,0.0
dominic_calvert-lewin_everton,everton,Dominic Calvert-Lewin,eng ENG,FW,Forward,Everton,eng Premier League,27.0,26,19,1609,17.9,3,1,6.7,0.6,9,7,23,7,0.0,0.0,0.0,0.0
james_garner_everton,everton,James Garner,eng ENG,"MF,DF",Midfielder,Everton,eng Premier League,23.0,21,17,1594,17.7,0,1,0.7,1.4,47,23,37,20,0.0,0.0,0.0,0.0
adam_smith_bournemouth,bournemouth,Adam Smith,eng ENG,DF,Defender,Bournemouth,eng Premier League,33.0,25,19,1590,17.7,0,0,0.7,0.4,24,15,49,13,0.0,0.0,0.0,0.0
mikel_merino_arsenal,arsenal,Mikel Merino,es ESP,"MF,FW",Midfielder,Arsenal,eng Premier League,28.0,28,17,1586,17.6,7,2,5.9,2.0,46,15,26,18,0.0,0.0,0.0,0.0
jake_o'brien_everton,everton,Jake O'Brien,ie IRL,DF,Defender,Everton,eng Premier League,23.0,20,17,1571,17.5,2,0,0.8,0.6,26,4,93,17,0.0,0.0,0.0,0.0
daichi_kamada_crystal_palace,crystal_palace,Daichi Kamada,jp JPN,MF,Midfielder,Crystal Palace,eng Premier League,27.0,34,15,1564,17.4,0,0,1.1,1.9,47,18,14,22,0.0,0.0,0.0,0.0
yukinari_sugawara_southampton,southampton,Yukinari Sugawara,jp JPN,"DF,MF",Defender,Southampton,eng Premier League,24.0,30,16,1557,17.3,1,1,0.5,2.2,31,11,53,21,0.0,0.0,0.0,0.0
cameron_burgess_ipswich_town,ipswich_town,Cameron Burgess,au AUS,DF,Defender,Ipswich Town,eng Premier League,28.0,18,16,1541,17.1,0,2,1.1,0.5,17,14,128,20,0.0,0.0,0.0,0.0
harry_winks_leicester_city,leicester_city,Harry Winks,eng ENG,MF,Midfielder,Leicester City,eng Premier League,28.0,22,17,1538,17.1,0,2,0.2,1.2,24,9,20,19,0.0,0.0,0.0,0.0
beto_everton,everton,Beto,gw GNB,FW,Forward,Everton,eng Premier League,26.0,30,15,1534,17.0,8,0,8.2,1.2,14,4,24,12,0.0,0.0,0.0,0.0
facundo_buonanotte_leicester_city,leicester_city,Facundo Buonanotte,ar ARG,"FW,MF",Forward,Leicester City,eng Premier League,19.0,31,14,1523,16.9,5,2,3.9,3.1,53,12,14,34,0.0,0.0,0.0,0.0
jeremy_doku_manchester_city,manchester_city,Jeremy Doku,be BEL,"FW,MF",Forward,Manchester City,eng Premier League,22.0,29,16,1516,16.8,3,6,1.3,4.8,31,4,2,11,0.0,0.0,0.0,0.0
casemiro_manchester_utd,manchester_utd,Casemiro,br BRA,MF,Midfielder,Manchester Utd,eng Premier League,32.0,24,18,1494,16.6,1,0,1.9,2.3,83,14,51,39,0.0,0.0,0.0,0.0
ryan_manning_southampton,southampton,Ryan Manning,ie IRL,"DF,MF",Defender,Southampton,eng Premier League,28.0,24,18,1462,16.2,0,1,0.3,3.2,28,17,47,20,0.0,0.0,0.0,0.0
yehor_yarmoliuk_brentford,brentford,Yehor Yarmoliuk,ua UKR,MF,Midfielder,Brentford,eng Premier League,20.0,31,15,1450,16.1,0,0,0.6,0.9,49,13,33,26,0.0,0.0,0.0,0.0
cameron_archer_southampton,southampton,Cameron Archer,eng ENG,FW,Forward,Southampton,eng Premier League,23.0,35,13,1441,16.0,2,0,5.7,0.5,13,2,11,5,0.0,0.0,0.0,0.0
kristoffer_ajer_brentford,brentford,Kristoffer Ajer,no NOR,DF,Defender,Brentford,eng Premier League,26.0,24,17,1438,16.0,0,0,1.0,1.2,26,12,50,17,0.0,0.0,0.0,0.0
cristian_romero_tottenham,tottenham,Cristian Romero,ar ARG,DF,Defender,Tottenham,eng Premier League,26.0,18,18,1416,15.7,1,0,1.6,0.6,35,21,57,18,0.0,0.0,0.0,0.0
emmanuel_agbadou_wolves,wolves,Emmanuel Agbadou,ci CIV,DF,Defender,Wolves,eng Premier League,27.0,16,16,1410,15.7,1,0,0.8,0.2,30,12,90,19,0.0,0.0,0.0,0.0
carlos_soler_west_ham,west_ham,Carlos Soler,es ESP,"MF,FW",Midfielder,West Ham,eng Premier League,27.0,31,14,1409,15.7,1,1,1.8,1.4,16,8,21,19,0.0,0.0,0.0,0.0
tosin_adarabioyo_chelsea,chelsea,Tosin Adarabioyo,eng ENG,DF,Defender,Chelsea,eng Premier League,26.0,22,15,1409,15.7,1,1,0.9,0.2,17,11,80,9,0.0,0.0,0.0,0.0
yves_bissouma_tottenham,tottenham,Yves Bissouma,ml MLI,MF,Midfielder,Tottenham,eng Premier League,27.0,28,16,1408,15.6,2,0,0.6,0.3,49,18,40,11,0.0,0.0,0.0,0.0
kamaldeen_sulemana_southampton,southampton,Kamaldeen Sulemana,gh GHA,"FW,MF",Forward,Southampton,eng Premier League,22.0,26,17,1402,15.6,1,1,1.5,1.0,22,6,9,16,0.0,0.0,0.0,0.0
joshua_zirkzee_manchester_utd,manchester_utd,Joshua Zirkzee,nl NED,"FW,MF",Forward,Manchester Utd,eng Premier League,23.0,32,14,1402,15.6,3,1,4.8,1.5,14,6,8,15,0.0,0.0,0.0,0.0
jannik_vestergaard_leicester_city,leicester_city,Jannik Vestergaard,dk DEN,DF,Defender,Leicester City,eng Premier League,31.0,18,16,1391,15.5,0,0,0.1,0.1,22,16,74,21,0.0,0.0,0.0,0.0
jack_stephens_southampton,southampton,Jack Stephens,eng ENG,DF,Defender,Southampton,eng Premier League,30.0,19,17,1389,15.4,1,0,0.6,0.2,34,13,53,20,0.0,0.0,0.0,0.0
dwight_mcneil_everton,everton,Dwight McNeil,eng ENG,"MF,FW",Midfielder,Everton,eng Premier League,24.0,21,15,1371,15.2,4,6,1.1,5.2,13,6,2,7,0.0,0.0,0.0,0.0
myles_lewis-skelly_arsenal,arsenal,Myles Lewis-Skelly,eng ENG,DF,Defender,Arsenal,eng Premier League,17.0,23,15,1369,15.2,1,0,0.2,0.4,22,7,27,4,0.0,0.0,0.0,0.0
mario_lemina_wolves,wolves,Mario Lemina,ga GAB,"MF,DF",Midfielder,Wolves,eng Premier League,30.0,17,15,1364,15.2,1,3,1.4,1.1,51,27,50,12,0.0,0.0,0.0,0.0
ben_johnson_ipswich_town,ipswich_town,Ben Johnson,eng ENG,"DF,FW",Defender,Ipswich Town,eng Premier League,24.0,23,14,1354,15.0,1,2,1.1,1.3,38,13,54,22,0.0,0.0,0.0,0.0
